Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Ho, TDN; Kuwornu, JKM; Tsusaka, TW",,,,"Ho, Tien D. N.; Kuwornu, John K. M.; Tsusaka, Takuji W.",,,Factors Influencing Smallholder Rice Farmers' Vulnerability to Climate Change and Variability in the Mekong Delta Region of Vietnam,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,,,English,Article,,,,,,Climate change; Rice farmer; Livelihood vulnerability index; Beta regression; Mekong delta; Vietnam,LIVELIHOOD VULNERABILITY; BETA REGRESSION; RIVER DELTA; IMPACT; DETERMINANTS; STRATEGIES; HOUSEHOLDS; PROVINCE; RISK; DIVERSIFICATION,"This study analyzed the effects of climate change on rice farmers' livelihoods vulnerability by using primary data elicited from 405 rice farming households in Can Tho, Dong Thap, and Tien Giang provinces in the Mekong Delta Region (MDR) of Vietnam. The Livelihood Vulnerability Index (LVI) showed that Can Tho province was the most vulnerable to climate change, followed by Dong Thap and Tien Giang provinces. In particular, the social index sub-indicator showed high vulnerability. The beta regression analysis identified seventeen significant factors influencing the susceptibility of rice farming households in the study area, such as weather information, flood occurrence, drought occurrence, access to extension services, access to credit, and cooperative membership as well as demographic variables and livelihoods related factors. The LVI result suggests the need for the government to consider raising the priority on households in Can Tho province through adaptation support to improve the resilience and adaptive capacity, especially by enhancing the social network in this area to stimulate support from local authorities and farmer groups. The regression results imply that extension services should provide adequate and timely weather information to equip the farmers to be more prepared for climatic shocks. Moreover, credit facilities with low interest rates should be made available, especially to those who are members of agricultural cooperatives.","[Ho, Tien D. N.; Kuwornu, John K. M.; Tsusaka, Takuji W.] Asian Inst Technol AIT, Sch Environm Resources & Dev SERD, Dept Food Agr & Bioresources, Pathum Thani 12120, Thailand; [Kuwornu, John K. M.] Univ Energy & Nat Resources, Dept Agr Econ Agribusiness & Extens, Sunyani, Ghana; [Tsusaka, Takuji W.] AIT, Dept Dev & Sustainabil, SERD, Klongluang 12120, Pathumthani, Thailand",Asian Institute of Technology; Asian Institute of Technology,"Kuwornu, JKM (corresponding author), Asian Inst Technol AIT, Sch Environm Resources & Dev SERD, Dept Food Agr & Bioresources, Pathum Thani 12120, Thailand.;Kuwornu, JKM (corresponding author), Univ Energy & Nat Resources, Dept Agr Econ Agribusiness & Extens, Sunyani, Ghana.",jkuwornu@gmail.com,"Kuwornu, John K. M. K. M./AAX-7100-2021; D. N. Ho, Tien/GLU-5405-2022; D. N. Ho, Tien/GLU-2070-2022","D. N. Ho, Tien/0000-0003-2202-5412; D. N. Ho, Tien/0000-0003-2202-5412; Tsusaka, Takuji W/0000-0002-9872-2436; Kuwornu, John K. M./0000-0002-2068-8119",Asian Institute of Technology Vietnam's 25th Anniversary Scholarship (AITCV Silver Anniversary Scholarship),Asian Institute of Technology Vietnam's 25th Anniversary Scholarship (AITCV Silver Anniversary Scholarship),"This research was funded by the Asian Institute of Technology Vietnam's 25th Anniversary Scholarship (AITCV Silver Anniversary Scholarship). The authors acknowledge the support provided by the staff members and students of Tien Giang University, Vietnam, who participated in the field activities. The authors also thank the farmer respondents who kindly agreed to answer survey-related questions.",,123,13,14,4,35,PALGRAVE MACMILLAN LTD,BASINGSTOKE,"BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE RG21 6XS, HANTS, ENGLAND",0957-8811,1743-9728,,EUR J DEV RES,Eur. J. Dev. Res.,FEB,2022,34,1,,,,,272,302,,10.1057/s41287-021-00371-7,http://dx.doi.org/10.1057/s41287-021-00371-7,,FEB 2021,31,Development Studies,Social Science Citation Index (SSCI),Development Studies,YK8FY,,,,,2023-10-16,WOS:000620849500001,View Full Record in Web of Science
J,"Kopytko, N",,,,"Kopytko, Natalie",,,What role can a livelihood strategy play in addressing climate change? Lessons in improving social capital from an agricultural cooperative in Ukraine,CLIMATE AND DEVELOPMENT,,,English,Article,,,,,,adaptation; mitigation; agriculture; capacity building; post-Soviet,SUSTAINABLE DEVELOPMENT; ADAPTIVE CAPACITY; SOIL CARBON; ADAPTATION; MITIGATION; SMALLHOLDER; ECOSYSTEMS; GOVERNANCE; EMISSIONS,"Increasing support to small-holder farmers plays an important part in meeting the climate and development challenges of agriculture: realizing global food security under increasing climate variability, while also reducing greenhouse gas emissions, and conserving natural resources. Cooperatives offer a well-established livelihood strategy and means to support small-holders. This case study examined a Ukrainian cooperative using the sustainable livelihoods framework (SLF) to understand the role cooperatives play in addressing climate change, and the process by which capacity is used to adapt and/or mitigate climate change. Climate change does not prompt cooperative formation and climate change mitigation might not be a planned outcome in a livelihood strategy. However, modifying the SLF to include climate change outcomes provides a means of understanding the process by which building capacity results in mitigation and adaptation. Cooperative members and stakeholders outside of the cooperative participated in semi-structure interviews. Social capital emerged as a theme with interviewees from all backgrounds. Initially closed networks and distrust prevented members from joining the cooperative. As the cooperative built new networks, the benefit of joining became apparent to members. Information gained through networks improved access to other capitals, improved livelihood outcomes and addressed climate change. Social capital fulfils key roles in the process of capacity building and implementation of sustainable measures; thus improving social capital could arguably be the chief benefit of cooperatives.","[Kopytko, Natalie] Univ Leeds, Leeds Humanities Res Inst, Leeds, W Yorkshire, England",University of Leeds,"Kopytko, N (corresponding author), Univ Leeds, Leeds Humanities Res Inst, Leeds, W Yorkshire, England.",n.kopytko@leeds.ac.uk,,"Kopytko, Natalie/0000-0002-5164-1233",,,,,47,4,6,2,31,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1756-5529,1756-5537,,CLIM DEV,Clim. Dev.,,2018,10,8,,,,,717,728,,10.1080/17565529.2018.1442787,http://dx.doi.org/10.1080/17565529.2018.1442787,,,12,Development Studies; Environmental Studies,Social Science Citation Index (SSCI),Development Studies; Environmental Sciences & Ecology,GV4AL,,Green Accepted,,,2023-10-16,WOS:000446039600004,View Full Record in Web of Science
C,"Pinthukas, N",,"Jaturasitha, S; Muller, J; Visitpanich, T; Fukuda, S; Jintrawet, A; Schreinemachers, P; Ekasingh, B; Weyerhaeuser, H; Yasunaga, E; Lambertz, C; Spreer, W",,"Pinthukas, Nathitakarn",,,Farmers' Perception and Adaptation in Organic Vegetable Production for Sustainable Livelihood in Chiang Mai Province,1ST INTERNATIONAL CONFERENCE ON ASIAN HIGHLAND NATURAL RESOURCES MANAGEMENT (ASIAHILAND) AND 2ND IDRC-SEARCA UPLAND FELLOWSHIP AND CONFERENCE,Agriculture and Agricultural Science Procedia,,English,Proceedings Paper,1st International Conference on Asian Highland Natural Resources Management (AsiaHiLand) / 2nd IDRC-SEARCA Upland Fellowship and Conference,"JAN 07-09, 2015","Chiang Mai, THAILAND",,,farmers' adaptation; perception; organic vegetable production; sustainable livelihood,,"The study aims to explore farmers' practice and constraints in organic vegetable farming as well as to identify farmers' perception and their adaptability to move to or improve their organic vegetable farming. It also helps to select and determine factors influencing farmers' perception and adaptation to uptake organic vegetable farming and to investigate if this in turn supports sustainable development of farmers' livelihood in the study zone. A total of 108 organic farmers of Chiang Mai Organic Agriculture Cooperative were randomly selected from three districts based on current farming practices experience, in transforming to organic vegetable farming in 2013. Information was collected using semi-structured questionnaires and focus group discussion from January to April 2013. Adaptation of organic farming and farm practice's were analyzed using the three point rating scale method. In order to fulfill the objectives mentioned above, descriptive was used. The findings revealed that a number of farmers in three study areas had previous experience in organic vegetable production, organic vegetable farming practice, i.e., land preparation, vegetable seed, types of crop, planting method, soil nutrient management, pest management, weed management and harvesting. The disadvantages or constraints in small-farmer adoption of organic agriculture include: debt and income, bio-physical and knowledge constraints. The multiple regression analysis results indicated that age, education level, household labor, farm income and extension visit significantly contributed to farmers' perception on organic vegetable production. Moreover, education level, experience, natural water and farmers' networks or membership significantly contributed to farmers' adaptation on organic vegetable production. (C) 2015 Published by Elsevier B.V","[Pinthukas, Nathitakarn] Chiang Mai Univ, Fac Agr, Dept Agr Econ & Agr Extens, Chiang Mai 50200, Thailand",Chiang Mai University,"Pinthukas, N (corresponding author), Chiang Mai Univ, Fac Agr, Dept Agr Econ & Agr Extens, Chiang Mai 50200, Thailand.",,,,,,,,8,15,15,0,8,ELSEVIER SCIENCE BV,AMSTERDAM,"SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",2210-7843,,,AGRIC AGRIC SCI PROC,,,2015,5,,,,,,46,51,,10.1016/j.aaspro.2015.08.007,http://dx.doi.org/10.1016/j.aaspro.2015.08.007,,,6,"Agricultural Economics & Policy; Agriculture, Multidisciplinary; Environmental Studies; Regional & Urban Planning",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Agriculture; Environmental Sciences & Ecology; Public Administration,BF0XW,,hybrid,,,2023-10-16,WOS:000379872700008,View Full Record in Web of Science
J,"Mazzarol, T; Soutar, GN; Reboud, S; Clark, D",,,,"Mazzarol, Tim; Soutar, Geoffrey N.; Reboud, Sophie; Clark, Delwyn",,,Customer versus member engagement: Does mutuality matter?,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,,,English,Article,,,,,,Customer engagement; Customer loyalty; Word of Mouth; Co-operative and Mutual Enterprise,WORD-OF-MOUTH; SOCIAL MEDIA; BRAND ENGAGEMENT; CO-CREATION; AGRICULTURAL COOPERATIVES; DOMINANT LOGIC; LOYALTY; COMMITMENT; SATISFACTION; FRAMEWORK,"The purpose of this study was to examine the relative importance of customer engagement (CE) on customer loyalty (CL) and word of mouth (WOM) within co-operative and mutual enterprises (CMEs), and to see how these relationships compared to those found in more mainstream investor-owned businesses (IOFs). A large sample (n = 856) of CME members and IOF customers was drawn from an online consumer panel, with broadly equal numbers in each, who completed a questionnaire examining their CE, CL, and propensity for WOM. A path model, estimated by PLS, was used to examine the relationships between four dimensions of CE (engagement attention, co-development, enthusiasm, and interaction). Although the study did not find significant differences between CME members and IOF customers in terms of the influence CE had on CL and WOM, it did find CME members had higher CE scores across all dimensions. With engagement enthusiasm (EE) as the most influential factor, followed by engagement attention (EA). The study provides empirical evidence of the influence CE has on both CL and WOM, as well as the propensity of CME members to have higher levels of CE. This offers robust support to the importance of mutuality within CME businesses. The study provides further evidence of the importance of CE in fostering CL and WOM, as well as the relative importance of EE enthusiasm and EA in this. For managers of CMEs the study shows the strength of mutuality in fostering member CE. For IOF managers, it suggests that CE does matter, and it should be monitored.","[Mazzarol, Tim; Soutar, Geoffrey N.] Univ Western Australia, Nedlands, WA, Australia; [Reboud, Sophie] Burgundy Sch Business, Dijon, France; [Clark, Delwyn] Univ Waikato, Hamilton, New Zealand",University of Western Australia; Burgundy School of Business; University of Waikato,"Mazzarol, T (corresponding author), Univ Western Australia, Nedlands, WA, Australia.",tim.mazzarol@uwa.edu.au; geoff.soutar@uwa.edu.au; sophie.reboud@bsb-education.com; dnclark@waikato.ac.nz,"Soutar, Geoffrey/C-2453-2013","Soutar, Geoffrey/0000-0003-1478-788X; Reboud, Sophie/0000-0003-2867-1378; Mazzarol, Tim/0000-0001-7107-7046","Co-operative Enterprise Research Unit (CERU), University of Western Australia","Co-operative Enterprise Research Unit (CERU), University of Western Australia","The project was funded by the Co-operative Enterprise Research Unit (CERU), University of Western Australia.",,154,1,1,0,3,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",2213-297X,2213-2988,,J CO-OP ORGAN MANAG,J. Co-Op. Organ. Manag.,JUN,2022,10,1,,,,,,,100166,10.1016/j.jcom.2022.100166,http://dx.doi.org/10.1016/j.jcom.2022.100166,,FEB 2022,10,Management,Emerging Sources Citation Index (ESCI),Business & Economics,2P7KA,,,,,2023-10-16,WOS:000819913800005,View Full Record in Web of Science
J,"Bezboruah, KC; Pillai, V",,,,"Bezboruah, Karabi C.; Pillai, Vijayan",,,Exploring the Participation of Women in Financial Cooperatives and Credit Unions in Developing Countries,VOLUNTAS,,,English,Article,,,,,,Financial cooperatives; Credit unions; Women decision-making; Microfinance Institutions,MICROFINANCE INSTITUTIONS; STAKEHOLDER THEORY; EMPOWERMENT; PROGRAMS; VIOLENCE; ACCESS,"Participation of women in microfinance institutions (MFIs) is touted to advance development in developing economies. By applying the stakeholder theory, we examine the magnitude of women's participation across MFIs based on their legal characteristics, that is, cooperatives and non-cooperatives across the following dimensions-organizational size, efficiency, loan size, and gender mix. We find that in the case of the cooperative types of MFIs, increases in average loan sizes are associated with decreases in female participation in the administration and governance. Further, the findings demonstrate that with increases in the participation of women borrowers, the number of women in organizational governance also increases. These findings suggest important research and practical implications regarding women's empowerment through participation in mutual cooperative societies. We conclude that credit unions and cooperatives could be an effective tool for enhancing women's participation in organizational administration and governance.","[Bezboruah, Karabi C.] Univ Texas Arlington, Sch Urban & Publ Affairs, Arlington, TX 76019 USA; [Pillai, Vijayan] Univ Texas Arlington, Sch Social Work, Arlington, TX 76019 USA",University of Texas System; University of Texas Arlington; University of Texas System; University of Texas Arlington,"Bezboruah, KC (corresponding author), Univ Texas Arlington, Sch Urban & Publ Affairs, 601S Nedderman Dr,Box 19588, Arlington, TX 76019 USA.",bezborua@uta.edu; pillai@uta.edu,"Bezboruah, Karabi C/J-5785-2013","Bezboruah, Karabi C/0000-0001-6070-2010",,,,,68,8,9,3,32,SPRINGER,NEW YORK,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0957-8765,1573-7888,,VOLUNTAS,Voluntas,JUN,2015,26,3,,,,,913,940,,10.1007/s11266-014-9467-9,http://dx.doi.org/10.1007/s11266-014-9467-9,,,28,Social Issues,Social Science Citation Index (SSCI),Social Issues,CI3IK,,,,,2023-10-16,WOS:000354641200009,View Full Record in Web of Science
J,"Fusco, F; Migliaccio, G",,,,"Fusco, Floriana; Migliaccio, Guido",,,"Crisis, sectoral and geographical factors: financial dynamics of Italian cooperatives",EUROMED JOURNAL OF BUSINESS,,,English,Article,,,,,,Cooperatives; Crisis; Financial structure; Leverage ratio; Quick ratio,WORKER COOPERATIVES; AGRICULTURAL COOPERATIVES; SOCIAL COOPERATIVES; ECONOMIC-CRISIS; PERFORMANCE; MANAGEMENT; BANKS; DETERMINANTS; RATIOS; BASQUE,"Purpose - The purpose of this paper is to analyze the financial structure of Italian cooperatives in the period before and during the crisis (2004-2013), in relation to two discriminating factors. At this end, it focuses on two research questions: What financial dynamics the Italian cooperatives have involved before, during and after the 2008 crisis, that is, in the decade 2004/2013? Are there statistically differences between business sectors and geographic area? Design/methodology/approach - Secondary data on AIDA database have been used. The financial structure is assessed using two ratios: the financial leverage ratio and quick ratio. The final sample consists of 1,446 cooperatives. The trend and exploratory analysis, analysis of variance and Tukey-Kramer post-hoc test have been used. Findings - The financial structure of cooperatives has not been substantially affected by the crisis in any geographic area and business sector, by virtue of resilience of their business model. Moreover, these two factors produce statistically significant differences in the financial structure of cooperatives. Research limitations/implications - The study takes into account only the cooperatives that survived the crisis, so, presumably, the strongest. Moreover, another and more ratios should be considered at the end to have a more complete view on the financial dynamics. Originality/value - The literature on resilience of cooperatives is still not very rich. Moreover, this work analyses and integrates aspects and approaches that are not usually considered together.","[Fusco, Floriana] Univ Sannio, Dept Law Econ Management & Quantitat Methods, Management & Local Dev, Benevento, Italy; [Migliaccio, Guido] Univ Sannio, Dept Law Econ Management & Quantitat Methods, Business Adm & Accounting, Benevento, Italy",University of Sannio; University of Sannio,"Fusco, F (corresponding author), Univ Sannio, Dept Law Econ Management & Quantitat Methods, Management & Local Dev, Benevento, Italy.",floriana.fusco@unisannio.it; guido.migliaccio@unisannio.it,"Fusco, Floriana/AEN-5818-2022; Migliaccio, Guido GM/H-7362-2016","Fusco, Floriana/0000-0002-3488-4970; Migliaccio, Guido GM/0000-0002-8882-7648",,,,,96,18,18,1,4,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1450-2194,1758-888X,,EUROMED J BUS,EuroMed J. Bus.,,2018,13,2,,,,,130,148,,10.1108/EMJB-02-2016-0002,http://dx.doi.org/10.1108/EMJB-02-2016-0002,,,19,Business,Emerging Sources Citation Index (ESCI),Business & Economics,GO6WF,,Green Submitted,,,2023-10-16,WOS:000440192100001,View Full Record in Web of Science
J,"Seguí-Mas, E; Izquierdo, RJS",,,,"Segui-Mas, Elies; Server Izquierdo, Ricardo J.",,,STUDYING THE FINANCIAL RESOURCES FOR AGRI-FOOD INDUSTRY AND RURAL DEVELOPMENT: DESCRIPTION OF HUMAN CAPITAL IN CREDIT UNIONS THROUGH DELPHI ANALYSIS,INTERCIENCIA,,,English,Article,,,,,,Agri-food Industry; Credit Unions; Human Capital; Intangible Assets; Intellectual Capital,,"Credit unions have been a key element for recent agri-food industry and rural development. However, whereas there are practical applications implemented in banks, there are rarely empirical studies about this legal form of banking system. Nowadays, the financial crisis is affecting the development of certain industries and territories. Credit unions, as singular financial organizations, have intangible elements with peculiar characteristics. These characteristics must be studied to manage their competitive advantages and provide management with relevant information for decision making. Through the Delphi analysis, this article will identify the singularities of human capital in these entities. The singularities of the credit union sector show that human resources are potentially more determined to adopt a strong corporate culture and invest more in training. On the other hand, main deficits of credit unions will be their aptitudes and lesser capacities, academic level or low investment in training.","[Segui-Mas, Elies] Univ Politecn Valencia, Fac Adm & Direccio Empreses, Valencia 46022, Spain",Universitat Politecnica de Valencia,"Seguí-Mas, E (corresponding author), Univ Politecn Valencia, Fac Adm & Direccio Empreses, Edifici 7J,Cami de Vera S-N, Valencia 46022, Spain.",esegui@cegea.upv.es; rjserver@esp.upv.es,"Server-Izquierdo, Ricardo J/HKE-1532-2023; Seguí-Mas, Elies/L-2292-2014","Seguí-Mas, Elies/0000-0001-6985-4758; Server-Izquierdo, Ricardo/0000-0003-1446-2276",Ministry of Science and Technology [DER2008-03475],Ministry of Science and Technology(Spanish Government),This study was funded by the Spanish R&D Plan of the Ministry of Science and Technology (DER2008-03475).,,18,6,6,0,10,INTERCIENCIA,CARACAS,"APARTADO 51842, CARACAS 1050A, VENEZUELA",0378-1844,,,INTERCIENCIA,Interciencia,OCT,2009,34,10,,,,,718,724,,,,,,7,Ecology,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology,538AP,,,,,2023-10-16,WOS:000273156400007,View Full Record in Web of Science
J,"Amoah, B; Ohene-Asare, K; Bokpin, GA; Aboagye, AQQ",,,,"Amoah, Benjamin; Ohene-Asare, Kwaku; Bokpin, Godfred Alufar; Aboagye, Anthony Q. Q.",,,Technical efficiency: the pathway to credit union cost efficiency in Ghana,MANAGERIAL FINANCE,,,English,Article,,,,,,Efficiency; Banks; DEA; Macroeconomics; Credit union,DATA ENVELOPMENT ANALYSIS; FINANCIAL INSTITUTIONS; DECISION-MAKING; DEA; SCALE; INEFFICIENCIES; PERFORMANCE; BANKING; MODELS,"Purpose The purpose of this paper is to investigate the factors that tend to influence credit union efficiency, specifically examining cost efficiency (CE) and technical efficiency. Design/methodology/approach Using a two-stage method, the authors first estimate CE using Tones' SBM data envelopment analysis method and technical efficiency in a variable returns to scale setting during the period 2008-2014. The authors estimate a mixed-effects and two-limit Tobit regression to examine the effect of credit union specific characteristics, banking industry and macroeconomic conditions, on efficiency. Findings Credit unions' CE averaged 38.9 percent compared to 54.4 percent for technical efficiency. The authors find that technical efficiency does not translate into CE and vice versa. Practical implications The authors suggest that when targeting CE, credit union managers would have to make technical efficiency a priority. A monopolized and inefficient banking sector does not challenge efficiency improvement in the credit unions industry. Originality/value This study employs data from a frontier market.","[Amoah, Benjamin] Cent Univ, Sch Business, Dept Banking & Finance, Accra, Ghana; [Ohene-Asare, Kwaku] Univ Ghana, Sch Business, Dept Operat & Management Informat Syst, Accra, Ghana; [Bokpin, Godfred Alufar; Aboagye, Anthony Q. Q.] Univ Ghana, Sch Business, Dept Finance, Accra, Ghana",University of Ghana; University of Ghana,"Amoah, B (corresponding author), Cent Univ, Sch Business, Dept Banking & Finance, Accra, Ghana.",benjamintoamoah@yahoo.com; kohene-asare@ug.edu.gh; gabokpin@ug.edu.gh; qaboagye@ug.edu.gh,"Amoah, Benjamin/JJC-1257-2023",,,,,,38,1,2,0,7,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",0307-4358,1758-7743,,MANAG FINANC,Manag. Financ.,,2018,44,11,,,,,1292,1310,,10.1108/MF-10-2017-0431,http://dx.doi.org/10.1108/MF-10-2017-0431,,,19,"Business, Finance",Emerging Sources Citation Index (ESCI),Business & Economics,GZ3FQ,,,,,2023-10-16,WOS:000449272900002,View Full Record in Web of Science
J,"Lominashvili, S; Virsaladze, N; Tchanturidze, I",,,,"Lominashvili, Shota; Virsaladze, Naira; Tchanturidze, Irine",,,"Supplying of Products (Herbs) on the EU Market, Imereti Agrozone, Export Opportunities",EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,,,English,Article,,,,,,European integration; Export; Imereti agrozone; Financial material and labor resources; Continuous delivery; Standing market,,"Imereti is located in the historical Colchis valley. With its teritory and potential of resourses it is one of the biggest regions in Georgia. The population of the nearby villages of the Rioni River in Imereti region have been following the cultivation of different crops. In the recent past, the greenhouse herbs production is remarkable. The products are distinguished by ecological cleanness and high quality. Within the DCFTA (Deep and Comprehensive Free Trade Area) and SME (Small and medium-sized enterprises ) projects it is important to ensure opportunity of certain products constant delivery to european countries. We have investigated this issue for this purpose. An anonimous research of ordinary people and detailed survey of entrepreneurs involved in exports, about land and other resources, financial issues and rediness of sociaty to start business,was carried out to reveal various problems in this field. Interesting results were received after making statistical analysis and relevant conclusions were made. Specifically, research finds that there are material and labor resources and sustainable climatic conditions for the continuous supply of herbs on the EU market in the Imereti Agrozone. In addition, the creation of green and greenhouse industries requires interested population to provide targeted state support for credit availability, quality seed materials and pest control and irrigation infrastructure. The vital direction is to find sustainable export markets and implement projects supporting the creation of agricultural cooperatives.","[Lominashvili, Shota] Akaki Tsereteli State Univ, Econ Dept, Kutaisi, Georgia; [Virsaladze, Naira] Akaki Tsereteli State Univ, Econ Dept Kutaisi, Kutaisi, Georgia; [Tchanturidze, Irine] Akaki Tsereteli State Univ, Econ, Kutaisi, Georgia",Akaki Tsereteli State University; Akaki Tsereteli State University; Akaki Tsereteli State University,"Lominashvili, S (corresponding author), Akaki Tsereteli State Univ, Econ Dept, Kutaisi, Georgia.",,,"Tchanturidze, Irine/0000-0001-5787-2107",,,,,0,0,0,0,4,EUROPEAN CENTER SUSTAINABLE DEVELOPMENT,ROME,"VIA DEI FIORI 34, ROME, 00172, ITALY",2239-5938,2239-6101,,EUR J SUSTAIN DEV,Eur. J. Sustain. Dev.,,2019,8,3,,,,,145,151,,10.14207/ejsd.2019.v8n3p145,http://dx.doi.org/10.14207/ejsd.2019.v8n3p145,,,7,Environmental Sciences,Emerging Sources Citation Index (ESCI),Environmental Sciences & Ecology,JB5RN,,gold,,,2023-10-16,WOS:000488623700015,View Full Record in Web of Science
C,"Petchprapunkul, C",,"Duserick, F",,"Petchprapunkul, Chanchai",,,"Enhancing the Relationship among Management of Human Resources, Management of Intelligence, and E-Business-Based Marketing Management on Firm Performance","NINTH WUHAN INTERNATIONAL CONFERENCE ON E-BUSINESS, VOLS I-III",,,English,Proceedings Paper,9th Wuhan International Conference on E-Business,"MAY 29-30, 2010","Wuhan, PEOPLES R CHINA",,,Management of human resource; Management of Intelligence; E-business-based marketing management; Marketing process; Marketing program,,"E-marketing has emerged as a strategic challenge in the area of e-commerce/e-business based. Many researches had explored benefit of e-commerce/e-business in both public and private sector. But less of these had identified relationship between management of human resource, management of intelligence, and e-business-based marketing management on firm performance. Literature review and an online exploratory survey on 122 practicing manager in agricultural cooperatives, flower, food, and handicraft firm were conducted. Under the AMOS model, the study comes up with one structural and three measurement models. Structure model is composed of three independent variables to explain Effective e-business-based firm performance. There were three measurements in each independent variable: firstly, Management of human resource has three measurements: to know, to understand, and to continue to learn about four layers of the internet economy: infrastructure, application, intermediary, and commerce layer. Secondly, human resource of the firm should be able to cope with Management of intelligence to capture/process, to access, and to use all intelligence in the organization: data, knowledge, documents, web-content, and collaboration within firm and among firms. Thirdly, human resource in the organization as a whole have to enhance E-business-based marketing management to access to the right market segment/right portal, right market maker, and right product/service provider under the appropriate E-business-based marketing process and program to enhance effective firm performance.","[Petchprapunkul, Chanchai] Kasetsart Univ, Fac Econ, Dept Cooperat, Bangkok 10900, Thailand",Kasetsart University,,fecochpe@ku.ac.th,,,,,,,8,0,0,0,3,ALFRED UNIV,ALFRED,"ONE SAXON DR, ALFRED, NY 14802 USA",,,978-0-9800510-3-2,,,,2010,,,,,,,868,874,,,,,,7,Business,Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics,BRR19,,,,,2023-10-16,WOS:000283469200147,View Full Record in Web of Science
